catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
284,SDSS J155847.24+272428.2,1392,52822,473,239.696817,27.407846,0.095122,0.000032,19.8011,17.9132,17.0493,16.6618,16.3526,0.0613,0.0073,0.0054,0.0055,0.0134,17.2370,2.0249,5.4285,0.1153,118.7179,11.3095,7.2279,3.7078,11.0063,-12.8393,2.0022,-1,10.5831,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.69681662657194&dec=27.407845973011263,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=473,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.69681662657194&dec=27.407845973011263&scale=0.2&width=200&height=200
285,SDSS J155855.89+272630.2,1392,52822,475,239.732856,27.441734,0.090047,0.000025,19.5127,17.5359,16.5161,16.0911,15.7411,0.0506,0.0061,0.0041,0.0041,0.0090,16.6051,2.4435,7.7100,0.1143,166.1617,11.0336,16.2598,10.4422,21.4134,-7.3077,2.0499,-1,10.8676,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.73285619541315&dec=27.441734054160836,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=475,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.73285619541315&dec=27.441734054160836&scale=0.2&width=200&height=200
286,SDSS J155902.73+272702.0,1392,52822,478,239.761390,27.450549,0.089309,0.000011,18.9347,17.5583,16.8918,16.4921,16.2313,0.0305,0.0054,0.0045,0.0046,0.0111,16.8735,2.2888,4.8510,0.1134,83.3922,13.5324,185.5333,48.4354,30.9040,77.5435,1.4833,1,10.4888,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.76139012541256&dec=27.45054920963191,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=478,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.76139012541256&dec=27.45054920963191&scale=0.2&width=200&height=200
287,SDSS J155922.87+272047.9,1392,52822,479,239.845309,27.346652,0.090580,0.000034,20.3702,18.4098,17.4470,17.0000,16.6148,0.0732,0.0083,0.0058,0.0058,0.0130,17.4932,1.5218,4.7072,0.1187,154.2373,12.6269,5.9297,1.2704,-4.2219,4.4998,1.9663,-1,10.5620,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.84530862762&dec=27.346651974650538,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=479,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.84530862762&dec=27.346651974650538&scale=0.2&width=200&height=200
288,SDSS J155851.03+273757.6,1392,52822,480,239.712636,27.632673,0.097074,0.000035,20.1964,18.0008,17.0971,16.7034,16.3875,0.0893,0.0080,0.0058,0.0059,0.0142,17.3066,2.2667,6.2229,0.1329,116.1768,10.6459,12.7924,0.8256,2.5253,2.3696,1.8604,2,10.6992,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.71263633799242&dec=27.6326734457771,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=480,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.71263633799242&dec=27.6326734457771&scale=0.2&width=200&height=200
289,SDSS J155956.23+272838.6,1392,52822,481,239.984296,27.477383,0.095475,0.000013,18.8906,17.5355,16.9196,16.5376,16.3333,0.0475,0.0068,0.0060,0.0063,0.0193,16.9612,3.8748,7.5668,0.1089,48.3347,18.9771,106.4841,24.6735,4.0267,31.2479,1.4243,2,10.4606,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.98429574285763&dec=27.477382981886663,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=481,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.98429574285763&dec=27.477382981886663&scale=0.2&width=200&height=200
290,SDSS J155943.42+274158.9,1392,52822,484,239.930898,27.699693,0.052788,0.000017,18.7562,16.8999,16.0319,15.6333,15.2918,0.0300,0.0044,0.0035,0.0035,0.0070,16.1438,2.5333,7.7053,0.1176,108.0269,6.0720,45.8594,13.5541,20.8083,43.2752,1.9261,5,10.5525,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.93089837716275&dec=27.69969304929986,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=484,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.93089837716275&dec=27.69969304929986&scale=0.2&width=200&height=200
291,SDSS J155951.51+273038.7,1392,52822,485,239.964614,27.510741,0.091645,0.000022,19.7051,17.8311,16.8543,16.4394,16.0618,0.0473,0.0063,0.0046,0.0045,0.0094,16.9836,1.6032,4.6987,0.1084,158.5665,8.1464,3.0014,-1.3771,10.0719,2.8932,2.0953,-1,10.7819,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.96461435859746&dec=27.510740617479886,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=485,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.96461435859746&dec=27.510740617479886&scale=0.2&width=200&height=200
292,SDSS J155957.00+273353.8,1392,52822,487,239.987513,27.564943,0.174719,0.000016,19.4754,18.3321,17.5878,17.1929,16.9914,0.0560,0.0103,0.0081,0.0082,0.0255,17.6057,2.7192,5.8204,0.1138,51.6693,17.9126,89.4897,28.5611,16.4707,39.8082,1.4418,1,10.7507,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.98751349529996&dec=27.564942979457015,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=487,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.98751349529996&dec=27.564942979457015&scale=0.2&width=200&height=200
293,SDSS J155959.37+274055.9,1392,52822,488,239.997366,27.682208,0.052013,0.000013,17.7773,16.0866,15.3991,15.0868,14.7959,0.0158,0.0031,0.0027,0.0028,0.0053,15.4844,2.5840,8.8908,0.1206,125.5306,5.3528,41.5724,15.7890,21.3137,16.7631,1.6500,-1,10.5370,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.9973664849595&dec=27.682208195780884,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=488,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.9973664849595&dec=27.682208195780884&scale=0.2&width=200&height=200
294,SDSS J155938.84+274002.3,1392,52822,490,239.911814,27.667299,0.051664,0.000023,20.0333,18.2829,17.4357,17.0467,16.6977,0.0465,0.0071,0.0055,0.0054,0.0115,17.4945,1.0757,2.9604,0.1181,93.6570,7.7316,6.5251,0.1594,-0.1365,1.8875,1.8887,-1,9.9435,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.9118136860892&dec=27.66729894257357,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=490,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.9118136860892&dec=27.66729894257357&scale=0.2&width=200&height=200
295,SDSS J155949.33+272245.9,1392,52822,493,239.955559,27.379420,0.091207,0.000027,19.6913,17.5884,16.5541,16.0729,15.6889,0.0576,0.0061,0.0043,0.0041,0.0087,16.6471,2.5600,7.0892,0.1148,206.0476,11.2407,21.4306,3.5976,2.7176,13.5929,2.0364,-1,11.0260,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.955558646982&dec=27.37941995397055,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=493,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.955558646982&dec=27.37941995397055&scale=0.2&width=200&height=200
296,SDSS J155953.37+274119.8,1392,52822,494,239.972358,27.688834,0.151553,0.000042,20.6990,18.9168,17.7327,17.2645,16.8744,0.0903,0.0113,0.0069,0.0065,0.0149,17.8313,1.3387,3.8647,0.1191,201.0026,17.0779,16.2765,7.5475,6.8278,12.3432,2.1150,-1,10.9753,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.97235818126182&dec=27.688833904874368,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=494,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.97235818126182&dec=27.688833904874368&scale=0.2&width=200&height=200
297,SDSS J155955.26+272711.8,1392,52822,495,239.980249,27.453271,0.094730,0.000031,20.2247,18.2357,17.2359,16.7869,16.3881,0.0589,0.0072,0.0051,0.0049,0.0103,17.3123,1.2512,3.6916,0.1099,228.2008,11.6765,2.7044,-3.1236,0.7619,6.1082,1.9889,-1,10.7173,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.98024877615626&dec=27.453270549288003,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=495,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.98024877615626&dec=27.453270549288003&scale=0.2&width=200&height=200
298,SDSS J155611.50+264612.3,1654,53498,24,239.047911,26.770070,0.082924,0.000016,18.1116,16.1557,15.1815,14.7474,14.4018,0.0264,0.0036,0.0027,0.0028,0.0050,15.2781,4.7609,16.0849,0.1111,191.9147,6.9659,60.0433,17.1388,41.9872,97.4360,2.0355,5,11.3668,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.0479110473629&dec=26.77006953389745,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=24,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.0479110473629&dec=26.77006953389745&scale=0.2&width=200&height=200
299,SDSS J155640.95+264712.2,1654,53498,29,239.170612,26.786712,0.205287,0.000035,21.0191,18.9884,17.8082,17.3459,17.0378,0.0980,0.0114,0.0065,0.0064,0.0140,17.8468,1.1799,3.6225,0.1177,187.1877,11.4839,-0.5501,-0.2781,4.8730,6.7320,1.8717,-1,11.0646,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1706120202174&dec=26.78671191721121,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=29,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1706120202174&dec=26.78671191721121&scale=0.2&width=200&height=200
300,SDSS J155642.00+265802.4,1654,53498,31,239.174987,26.967341,0.092685,0.000010,19.7428,18.3014,17.5701,17.1494,16.9135,0.0615,0.0098,0.0077,0.0094,0.0256,17.5503,2.7895,6.7115,0.1151,0.0000,71.7698,144.4095,33.7431,8.7044,48.3121,1.5081,2,10.1943,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1749873999931&dec=26.967341043704614,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=31,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1749873999931&dec=26.967341043704614&scale=0.2&width=200&height=200
301,SDSS J155755.28+265456.7,1654,53498,32,239.480352,26.915752,0.093929,0.000014,19.7836,18.2970,17.5970,17.1957,16.9611,0.0583,0.0095,0.0075,0.0077,0.0200,17.5546,2.5476,6.2741,0.1184,144.6259,18.7176,80.2320,17.9748,9.5424,26.8921,1.5579,2,10.2352,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.48035167228483&dec=26.915751995616436,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=32,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.48035167228483&dec=26.915751995616436&scale=0.2&width=200&height=200
302,SDSS J155712.09+265708.7,1654,53498,33,239.300383,26.952405,0.089417,0.000024,19.9939,18.1898,17.1602,16.7417,16.3097,0.0569,0.0077,0.0053,0.0059,0.0113,17.3000,1.5614,3.9978,0.1144,144.0779,9.5319,20.1354,15.2815,11.2956,11.7286,2.0880,2,10.6631,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3003829296311&dec=26.952405214119917,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=33,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3003829296311&dec=26.952405214119917&scale=0.2&width=200&height=200
303,SDSS J155701.70+265850.6,1654,53498,34,239.257095,26.980709,0.086706,0.000027,20.3945,18.5194,17.5761,17.1511,16.7903,0.0736,0.0089,0.0064,0.0072,0.0152,17.7011,1.4522,3.5850,0.1147,149.1797,9.8742,4.0875,3.7092,9.7201,5.8080,1.9712,-1,10.4108,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.25709500447036&dec=26.98070941943358,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=34,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.25709500447036&dec=26.98070941943358&scale=0.2&width=200&height=200
304,SDSS J155653.67+265305.1,1654,53498,35,239.223605,26.884751,0.123519,0.000028,19.7832,18.0362,17.0423,16.5714,16.2343,0.0521,0.0078,0.0051,0.0051,0.0107,17.0836,2.1437,6.5714,0.1132,165.9203,12.4071,22.4684,2.0715,5.3395,15.1458,1.8623,-1,10.9897,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.22360534259502&dec=26.884750757373357,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=35,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.22360534259502&dec=26.884750757373357&scale=0.2&width=200&height=200
305,SDSS J155621.40+265524.7,1654,53498,37,239.089179,26.923540,0.083970,0.000015,19.6277,18.2721,17.7467,17.4298,17.2461,0.0635,0.0124,0.0123,0.0123,0.0392,17.8470,3.1327,5.7325,0.1120,154.1501,58.1914,50.8169,14.8927,5.0656,14.8209,1.4675,2,9.9843,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.08917864735372&dec=26.923539652223894,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=37,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.08917864735372&dec=26.923539652223894&scale=0.2&width=200&height=200
306,SDSS J155652.65+265629.3,1654,53498,38,239.219360,26.941463,0.083982,0.000018,20.0046,18.0952,17.1111,16.7440,16.3871,0.0445,0.0063,0.0046,0.0051,0.0097,17.1890,1.1814,2.2718,0.1148,170.0099,7.4634,3.5266,6.8345,0.1677,3.9513,2.0539,-1,10.8697,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.21936011550847&dec=26.941462859733672,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=38,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.21936011550847&dec=26.941462859733672&scale=0.2&width=200&height=200
307,SDSS J155707.15+265922.1,1654,53498,40,239.279803,26.989475,0.085321,0.000021,19.8969,18.1029,17.2038,16.7944,16.4791,0.0476,0.0068,0.0051,0.0056,0.0114,17.3046,1.4042,3.7248,0.1133,150.8960,7.8848,2.4041,7.1695,2.8519,-0.4388,1.9476,-1,10.5418,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.27980341476197&dec=26.989475249755028,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=40,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.27980341476197&dec=26.989475249755028&scale=0.2&width=200&height=200
308,SDSS J155601.48+264655.5,1654,53498,70,239.006177,26.782096,0.083355,0.000013,19.0357,17.6516,16.8880,16.4949,16.2072,0.0413,0.0069,0.0054,0.0059,0.0128,17.1366,2.1781,6.1320,0.1096,86.2869,8.5401,188.3231,40.6583,6.1088,57.4453,1.4453,2,10.5018,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.00617685084086&dec=26.78209573724531,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=70,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.00617685084086&dec=26.78209573724531&scale=0.2&width=200&height=200
309,SDSS J155559.78+265506.2,1654,53498,73,238.999086,26.918382,0.100620,0.000020,19.1463,17.1034,16.0839,15.6358,15.2836,0.0320,0.0046,0.0033,0.0033,0.0058,16.1713,1.9095,6.1126,0.1102,266.4592,9.1318,35.8524,15.1699,20.2084,24.1948,2.1378,-1,11.2266,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=238.99908569330069&dec=26.918381733882363,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=73,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=238.99908569330069&dec=26.918381733882363&scale=0.2&width=200&height=200
310,SDSS J155607.54+264636.8,1654,53498,75,239.031413,26.776898,0.147122,0.000013,19.5976,18.3789,17.5409,17.1142,16.8159,0.0523,0.0086,0.0063,0.0068,0.0154,17.4980,2.0388,4.9029,0.1107,139.8841,14.2086,178.2560,56.5775,11.4037,65.1160,1.5511,2,10.7864,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.03141340884883&dec=26.776898184948664,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=75,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.03141340884883&dec=26.776898184948664&scale=0.2&width=200&height=200
311,SDSS J155610.22+271039.8,1654,53498,622,239.042565,27.177710,0.096498,0.000010,19.1118,17.7528,17.0442,16.6372,16.3807,0.0386,0.0064,0.0051,0.0052,0.0125,16.9814,2.4186,6.0788,0.1025,108.4329,9.5710,191.4175,43.4884,99.7226,127.9478,1.5874,4,10.5404,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.04256533898103&dec=27.177709528271954,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=622,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.04256533898103&dec=27.177709528271954&scale=0.2&width=200&height=200
312,SDSS J155755.63+270740.3,1654,53498,623,239.481801,27.127871,0.096784,0.000020,19.8537,17.7301,16.6990,16.2269,15.8358,0.0517,0.0057,0.0041,0.0039,0.0071,16.6677,1.8518,4.9118,0.1124,182.6345,7.8501,19.7865,7.3981,15.5065,30.3380,2.2435,-1,11.0921,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.48180059452216&dec=27.12787086174851,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=623,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.48180059452216&dec=27.12787086174851&scale=0.2&width=200&height=200
313,SDSS J155627.45+270942.9,1654,53498,624,239.114358,27.161927,0.088129,0.000026,20.0263,18.2204,17.3171,16.9242,16.6232,0.0700,0.0094,0.0064,0.0066,0.0156,17.5449,1.9893,5.2887,0.1069,75.2614,8.9686,5.0015,2.2339,-2.0266,-1.1221,1.8994,-1,10.4302,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.11435778557498&dec=27.161926880015663,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=624,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.11435778557498&dec=27.161926880015663&scale=0.2&width=200&height=200
314,SDSS J155637.11+270817.4,1654,53498,628,239.154623,27.138162,0.084768,0.000014,18.8645,17.3247,16.5428,16.1181,15.8242,0.0320,0.0058,0.0045,0.0045,0.0098,16.7361,2.3789,6.8725,0.1111,105.1418,7.8174,149.1774,33.1905,9.0115,55.8805,1.6434,2,10.7219,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1546234843563&dec=27.1381619729018,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=628,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1546234843563&dec=27.1381619729018&scale=0.2&width=200&height=200
315,SDSS J155626.28+270409.5,1654,53498,629,239.109497,27.069299,0.081831,0.000028,19.0808,17.4434,16.6364,16.2171,15.9037,0.0455,0.0067,0.0050,0.0052,0.0123,16.6220,3.9558,9.0450,0.1116,94.6794,10.3176,30.9480,8.1904,4.2137,12.5738,1.7509,2,10.6309,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.10949711849455&dec=27.06929906793421,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=629,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.10949711849455&dec=27.06929906793421&scale=0.2&width=200&height=200
316,SDSS J155626.38+270510.0,1654,53498,630,239.109912,27.086108,0.095079,0.000007,18.6525,17.6194,17.1494,16.8254,16.6755,0.0397,0.0092,0.0086,0.0096,0.0283,17.5618,3.2246,7.7966,0.1115,73.8291,24.9407,236.8351,65.7918,18.1019,70.1144,1.3303,1,10.0260,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1099115455182&dec=27.08610839069886,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=630,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1099115455182&dec=27.08610839069886&scale=0.2&width=200&height=200
317,SDSS J155719.41+270416.4,1654,53498,633,239.330862,27.071232,0.067813,0.000011,18.2377,16.8422,16.1416,15.7343,15.4822,0.0267,0.0046,0.0038,0.0040,0.0089,16.1460,3.9516,12.2190,0.1072,105.5980,7.8226,445.4910,133.8080,163.2975,105.7290,1.5569,1,10.5990,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.33086220662517&dec=27.071231576153256,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=633,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.33086220662517&dec=27.071231576153256&scale=0.2&width=200&height=200
318,SDSS J155642.58+270321.5,1654,53498,634,239.177406,27.055978,0.090353,0.000027,19.8477,17.7859,16.7566,16.2859,15.9362,0.0791,0.0084,0.0054,0.0053,0.0118,17.0428,2.6005,6.0096,0.1141,120.9711,9.7596,19.0955,3.4251,3.1542,10.5755,2.0932,2,10.9103,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.17740611195984&dec=27.05597834440217,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=634,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.17740611195984&dec=27.05597834440217&scale=0.2&width=200&height=200
319,SDSS J155602.04+270638.0,1654,53498,635,239.008498,27.110554,0.086693,0.000021,19.6572,17.7364,16.7504,16.3117,15.9553,0.0452,0.0063,0.0044,0.0043,0.0086,16.8715,1.6951,4.9048,0.1061,180.9020,7.4978,7.4070,2.9294,3.2494,19.0135,2.1468,-1,10.7836,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.0084983148573&dec=27.110553752778756,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=635,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.0084983148573&dec=27.110553752778756&scale=0.2&width=200&height=200
320,SDSS J155726.39+270347.5,1654,53498,636,239.359963,27.063193,0.069143,0.000025,19.4189,17.3960,16.3620,15.8545,15.4481,0.0634,0.0060,0.0042,0.0042,0.0086,16.5122,3.0607,8.3914,0.1078,135.9391,7.6760,24.0991,6.3390,8.0857,13.0874,2.2144,2,10.9084,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3599634459601&dec=27.06319319437586,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=636,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3599634459601&dec=27.06319319437586&scale=0.2&width=200&height=200
321,SDSS J155635.34+270006.3,1654,53498,637,239.147266,27.001740,0.084297,0.000009,19.8325,18.5285,17.7831,17.3811,17.1041,0.0412,0.0086,0.0066,0.0066,0.0151,17.8570,1.1264,3.0969,0.1148,65.5162,9.8856,211.2531,53.0823,16.6860,95.0737,1.5369,1,10.1691,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1472662748889&dec=27.001739511467747,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=637,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1472662748889&dec=27.001739511467747&scale=0.2&width=200&height=200
322,SDSS J155636.62+270159.9,1654,53498,639,239.152595,27.033317,0.084476,0.000018,18.9354,16.9007,15.9298,15.4924,15.1396,0.0353,0.0047,0.0034,0.0033,0.0064,16.0092,2.9961,9.3809,0.1143,217.0699,7.9537,11.1508,1.7232,13.2131,29.1147,2.1668,-1,11.1260,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.15259501194672&dec=27.03331650478065,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=639,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.15259501194672&dec=27.03331650478065&scale=0.2&width=200&height=200
323,SDSS J155646.87+270917.5,1654,53498,640,239.195297,27.154850,0.085558,0.000030,19.9929,18.0352,17.1129,16.7152,16.3871,0.0673,0.0082,0.0056,0.0057,0.0128,17.2028,2.1642,6.6377,0.1103,158.3004,12.8956,-2.0670,-3.4577,-0.5463,0.0319,1.9915,-1,10.5362,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.19529676645064&dec=27.154849690660562,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1654&mjd=53498&fiberid=640,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.19529676645064&dec=27.154849690660562&scale=0.2&width=200&height=200
324,SDSS J155659.65+270529.9,1655,53523,401,239.248554,27.091651,0.090810,0.000030,20.0871,18.1843,17.2445,16.8014,16.4426,0.0684,0.0087,0.0059,0.0058,0.0127,17.4361,1.8060,5.1847,0.1100,127.8466,10.5632,8.4061,4.0872,4.6712,3.3280,1.9714,-1,10.6001,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.24855374342084&dec=27.091650680157322,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1655&mjd=53523&fiberid=401,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.24855374342084&dec=27.091650680157322&scale=0.2&width=200&height=200
